Wall R-Value,Roof R-Value,Window R-Value,SOG R-Value,Floors R-Value,LPD Reduction,Fan W/CFM,ERV Eff,HVAC,Energy Savings %,EUI (kWh/m2),Carbon Savings %,Carbon Intensity (kg/m2),Electric Peak kW,CMHC MLI,Cost Premium $
15,50,3,"R10,4ft",30,0.25,0.75,,Boiler,22,169,10,68,161,20 Points," 3,454,791 "
20,30,3,"R10,4ft",30,0.25,0.75,,Boiler,22,170,10,69,161,20 Points," 2,966,929 "
25,30,3,"R10,4ft",20,0.4,0.75,,Boiler,22,168,10,68,158,20 Points," 3,284,080 "
15,40,3,"R10,4ft",30,0.4,1,,Boiler,22,172,10,68,162,20 Points," 3,053,384 "
15,40,3,"R10,4ft",20,0.25,1,,Boiler,22,172,10,68,165,20 Points," 3,052,784 "
10,50,3,"R10,US",20,0.25,1,,Boiler,22,170,10,68,165,20 Points," 3,138,439 "
20,40,3,"R10,4ft",20,0.4,0.75,,Boiler,22,167,10,68,158,20 Points," 3,369,735 "
10,40,4.7,"R10,4ft",30,0.4,0.75,,Boiler,22,169,10,68,158,20 Points," 2,868,382 "
15,50,3,"R10,4ft",30,0.4,1,,Boiler,22,170,10,68,162,20 Points," 3,455,591 "
10,30,4.7,"R10,4ft",30,0.25,1,,Boiler,22,172,10,68,165,20 Points," 2,465,775 "
20,30,3,"R10,4ft",20,0.25,1,,Boiler,22,171,10,68,165,20 Points," 2,967,129 "
25,30,3,"R10,4ft",20,0.25,0.75,,Boiler,22,168,10,68,161,20 Points," 3,283,480 "
20,30,3,"R10,4ft",30,0.4,1,,Boiler,22,171,10,68,162,20 Points," 2,967,729 "
15,40,3,"R10,4ft",20,0.4,1,,Boiler,22,172,10,68,162,20 Points," 3,053,384 "
10,30,6.3,"R10,4ft",30,0.4,0.75,,Boiler,22,168,10,68,158,20 Points," 2,590,175 "
15,50,3,"R10,4ft",20,0.25,0.75,,Boiler,22,169,10,68,161,20 Points," 3,454,791 "
10,30,6.3,"R10,4ft",30,0.25,0.75,,Boiler,22,168,10,68,161,20 Points," 2,589,575 "
20,40,3,"R10,4ft",30,0.4,0.75,,Boiler,22,167,10,68,158,20 Points," 3,369,735 "
15,50,3,"R10,4ft",30,0.4,0.75,,Boiler,22,169,10,68,158,20 Points," 3,455,391 "
20,30,3,"R10,4ft",20,0.4,1,,Boiler,22,171,10,68,162,20 Points," 2,967,729 "
15,30,3,"R10,US",30,0.4,0.75,,Boiler,22,167,10,68,158,20 Points," 2,650,977 "
10,30,4.7,"R10,4ft",30,0.4,1,,Boiler,22,172,10,69,162,20 Points," 2,466,375 "
20,30,3,"R10,4ft",20,0.25,0.75,,Boiler,22,170,10,69,161,20 Points," 2,966,929 "
10,50,3,"R10,US",20,0.4,1,,Boiler,22,170,10,68,163,20 Points," 3,139,039 "
10,40,4.7,"R10,4ft",30,0.25,0.75,,Boiler,22,169,10,68,161,20 Points," 2,867,782 "
10,40,3,"R10,US",20,0.25,1,,Boiler,22,172,10,68,165,20 Points," 2,736,232 "
10,30,4.7,"R10,4ft",20,0.4,1,,Boiler,22,172,10,69,162,20 Points," 2,466,375 "
15,50,3,"R10,4ft",20,0.4,0.75,,Boiler,22,169,10,68,158,20 Points," 3,455,391 "
10,30,6.3,"R10,4ft",20,0.4,0.75,,Boiler,22,168,10,68,158,20 Points," 2,590,175 "
10,50,3,"R10,US",30,0.25,1,,Boiler,22,170,10,68,165,20 Points," 3,138,439 "
15,40,3,"R10,4ft",30,0.25,1,,Boiler,22,172,10,68,165,20 Points," 3,052,784 "
10,50,3,"R10,US",30,0.25,0.75,,Boiler,22,169,10,68,161,20 Points," 3,138,239 "
10,40,4.7,"R10,4ft",20,0.4,0.75,,Boiler,22,169,10,68,158,20 Points," 2,868,382 "
10,30,4.7,"R10,4ft",20,0.25,1,,Boiler,22,172,10,68,165,20 Points," 2,465,775 "
10,40,3,"R10,US",30,0.4,1,,Boiler,22,172,10,69,163,20 Points," 2,736,832 "
10,40,4.7,"R10,4ft",20,0.25,0.75,,Boiler,22,169,10,68,161,20 Points," 2,867,782 "
15,50,3,"R10,4ft",20,0.4,1,,Boiler,22,170,10,68,162,20 Points," 3,455,591 "
15,30,3,"R10,4ft",20,0.25,0.75,0.75,Heat Pump,22,110,8,57,282,20 Points," 3,040,376 "
10,30,3,"R10,US",30,0.25,1,0.75,Heat Pump,22,110,8,57,290,20 Points," 2,724,024 "
10,30,3,"R10,US",30,0.4,1,0.75,Heat Pump,22,110,8,57,285,20 Points," 2,724,624 "
10,30,4.7,"R10,4ft",20,0.25,0.75,0.75,Heat Pump,22,109,8,57,282,20 Points," 2,855,574 "
10,30,3,"R10,US",20,0.25,1,0.75,Heat Pump,22,110,8,57,290,20 Points," 2,724,024 "
10,40,3,"R10,US",20,0.25,0.75,0.75,Heat Pump,22,109,8,57,282,20 Points," 3,126,031 "
10,30,4.7,"R10,4ft",30,0.25,0.75,0.75,Heat Pump,22,109,8,57,282,20 Points," 2,855,574 "
10,30,4.7,"R10,4ft",20,0.4,0.75,0.75,Heat Pump,22,109,8,57,276,20 Points," 2,856,174 "
10,50,3,"R10,4ft",30,0.25,1,0.75,Heat Pump,22,112,8,57,289,20 Points," 3,528,438 "
10,40,3,"R10,US",30,0.25,0.75,0.75,Heat Pump,22,109,8,57,282,20 Points," 3,126,031 "
15,30,3,"R10,4ft",30,0.25,0.75,0.75,Heat Pump,22,110,8,57,282,20 Points," 3,040,376 "
10,40,3,"R10,US",30,0.4,0.75,0.75,Heat Pump,22,109,8,57,278,20 Points," 3,126,631 "
15,30,3,"R10,4ft",20,0.4,1,0.75,Heat Pump,22,110,8,57,284,20 Points," 3,041,176 "
10,40,3,"R10,US",20,0.4,0.75,0.75,Heat Pump,22,109,8,57,278,20 Points," 3,126,631 "
10,50,3,"R10,4ft",20,0.25,1,0.75,Heat Pump,22,112,8,57,289,20 Points," 3,528,438 "
10,30,3,"R10,US",20,0.4,1,0.75,Heat Pump,22,110,8,57,285,20 Points," 2,724,624 "
15,30,3,"R10,4ft",30,0.4,1,0.75,Heat Pump,22,110,8,57,284,20 Points," 3,041,176 "
10,30,4.7,"R10,4ft",30,0.4,0.75,0.75,Heat Pump,22,109,8,57,276,20 Points," 2,856,174 "
10,50,3,"R10,4ft",30,0.25,0.75,0.8,Heat Pump,22,109,8,57,282,20 Points," 3,700,238 "
10,40,3,"R10,4ft",20,0.4,1,0.8,Heat Pump,22,110,8,57,285,20 Points," 3,298,831 "
10,50,3,"R10,4ft",20,0.4,0.75,0.8,Heat Pump,22,109,8,57,278,20 Points," 3,700,838 "
10,40,3,"R10,4ft",30,0.4,0.75,0.8,Heat Pump,22,110,8,57,278,20 Points," 3,298,631 "
10,30,3,"R10,4ft",20,0.25,1,0.8,Heat Pump,22,112,8,57,290,20 Points," 2,896,024 "
10,40,3,"R10,4ft",30,0.4,1,0.8,Heat Pump,22,110,8,57,285,20 Points," 3,298,831 "
10,50,3,"R10,4ft",30,0.4,0.75,0.8,Heat Pump,22,109,8,57,278,20 Points," 3,700,838 "
10,50,3,"R10,4ft",20,0.25,0.75,0.8,Heat Pump,22,109,8,57,282,20 Points," 3,700,238 "
10,40,3,"R10,4ft",20,0.25,0.75,0.8,Heat Pump,22,110,8,57,282,20 Points," 3,298,031 "
10,40,3,"R10,4ft",20,0.4,0.75,0.8,Heat Pump,22,110,8,57,278,20 Points," 3,298,631 "
10,40,3,"R10,4ft",30,0.25,0.75,0.8,Heat Pump,22,110,8,57,282,20 Points," 3,298,031 "
10,30,3,"R10,4ft",30,0.25,1,0.8,Heat Pump,22,112,8,57,290,20 Points," 2,896,024 "
30,30,4.7,"R10,4ft",30,0.25,1,0.75,Boiler,23,169,11,68,164,20 Points," 3,731,982 "
15,40,4.7,"R10,US",30,0.25,0.75,0.75,Boiler,23,167,11,68,161,20 Points," 3,184,334 "
15,50,4.7,"R10,US",30,0.25,0.75,0.75,Boiler,23,165,11,68,160,20 Points," 3,586,541 "
30,30,6.3,"R10,4ft",20,0.4,0.75,0.75,Boiler,23,165,11,68,157,20 Points," 3,856,382 "
25,40,4.7,"R10,4ft",30,0.4,1,0.75,Boiler,23,168,11,68,161,20 Points," 3,818,237 "
25,30,6.3,"R10,4ft",20,0.25,0.75,0.75,Boiler,23,167,11,68,160,20 Points," 3,539,230 "
25,50,3,"R10,US",30,0.25,1,0.75,Boiler,23,168,11,68,164,20 Points," 4,088,094 "
30,30,4.7,"R10,4ft",20,0.4,1,0.75,Boiler,23,169,11,68,161,20 Points," 3,732,582 "
25,50,4.7,"R10,4ft",20,0.4,0.75,0.75,Boiler,23,166,11,68,157,20 Points," 4,220,244 "
30,30,6.3,"R10,4ft",20,0.25,0.75,0.75,Boiler,23,165,11,68,160,20 Points," 3,855,782 "
15,50,6.3,"R10,4ft",20,0.4,1,0.75,Boiler,23,169,11,68,162,20 Points," 3,711,341 "
30,40,3,"R10,US",20,0.4,1,0.75,Boiler,23,168,11,68,162,20 Points," 4,003,039 "
20,30,4.7,"R10,US",30,0.4,0.75,0.75,Boiler,23,166,11,68,158,20 Points," 3,099,279 "
30,50,3,"R10,US",20,0.25,0.75,0.75,Boiler,23,166,11,68,160,20 Points," 4,404,446 "
25,50,3,"R10,US",20,0.25,1,0.75,Boiler,23,168,11,68,164,20 Points," 4,088,094 "
20,50,6.3,"R10,4ft",20,0.4,0.75,0.75,Boiler,23,165,11,68,157,20 Points," 4,027,692 "
20,40,4.7,"R10,4ft",30,0.25,1,0.75,Boiler,23,170,10,68,164,20 Points," 3,501,085 "
25,50,3,"R10,US",30,0.4,1,0.75,Boiler,23,168,11,68,162,20 Points," 4,088,694 "
20,30,4.7,"R10,US",30,0.25,0.75,0.75,Boiler,23,166,11,68,160,20 Points," 3,098,679 "
10,50,6.3,"R10,US",20,0.25,1,0.75,Boiler,23,169,11,68,165,20 Points," 3,394,189 "
15,50,6.3,"R10,4ft",20,0.25,1,0.75,Boiler,23,169,11,68,164,20 Points," 3,710,741 "
25,30,6.3,"R10,4ft",30,0.4,0.75,0.75,Boiler,23,167,11,68,157,20 Points," 3,539,830 "
20,40,6.3,"R10,4ft",30,0.4,0.75,0.75,Boiler,23,166,11,68,157,20 Points," 3,625,485 "
25,50,3,"R10,US",20,0.4,1,0.75,Boiler,23,168,11,68,162,20 Points," 4,088,694 "
30,50,3,"R10,US",30,0.25,0.75,0.75,Boiler,23,166,11,68,160,20 Points," 4,404,446 "
25,50,4.7,"R10,4ft",30,0.4,0.75,0.75,Boiler,23,166,11,68,157,20 Points," 4,220,244 "
30,50,3,"R10,US",30,0.4,0.75,0.75,Boiler,23,166,11,68,158,20 Points," 4,405,046 "
15,30,6.3,"R10,US",20,0.25,0.75,0.75,Boiler,23,166,11,68,161,20 Points," 2,906,127 "
10,50,6.3,"R10,US",20,0.4,1,0.75,Boiler,23,169,11,68,162,20 Points," 3,394,789 "
25,50,4.7,"R10,4ft",30,0.25,0.75,0.75,Boiler,23,166,11,68,160,20 Points," 4,219,644 "
15,30,6.3,"R10,US",30,0.4,0.75,0.75,Boiler,23,166,11,68,158,20 Points," 2,906,727 "
15,50,4.7,"R10,US",20,0.25,0.75,0.75,Boiler,23,165,11,68,160,20 Points," 3,586,541 "
20,50,6.3,"R10,4ft",30,0.4,0.75,0.75,Boiler,23,165,11,68,157,20 Points," 4,027,692 "
15,30,6.3,"R10,US",30,0.25,0.75,0.75,Boiler,23,166,11,68,161,20 Points," 2,906,127 "
30,40,4.7,"R10,4ft",30,0.4,0.75,0.75,Boiler,23,166,11,68,157,20 Points," 4,134,589 "
15,40,4.7,"R10,US",20,0.25,0.75,0.75,Boiler,23,167,11,68,161,20 Points," 3,184,334 "
25,40,4.7,"R10,4ft",20,0.4,1,0.75,Boiler,23,168,11,68,161,20 Points," 3,818,237 "
30,40,4.7,"R10,4ft",20,0.25,0.75,0.75,Boiler,23,166,11,68,160,20 Points," 4,133,989 "
25,50,4.7,"R10,4ft",20,0.25,0.75,0.75,Boiler,23,166,11,68,160,20 Points," 4,219,644 "
25,40,3,"R10,US",30,0.25,1,0.75,Boiler,23,169,11,68,165,20 Points," 3,685,887 "
20,40,4.7,"R10,4ft",20,0.25,1,0.75,Boiler,23,170,10,68,164,20 Points," 3,501,085 "
30,40,4.7,"R10,4ft",30,0.25,0.75,0.75,Boiler,23,166,11,68,160,20 Points," 4,133,989 "
25,40,4.7,"R10,4ft",30,0.25,1,0.75,Boiler,23,168,11,68,164,20 Points," 3,817,637 "
30,40,3,"R10,US",30,0.25,1,0.75,Boiler,23,168,11,68,164,20 Points," 4,002,439 "
25,40,4.7,"R10,4ft",20,0.25,1,0.75,Boiler,23,168,11,68,164,20 Points," 3,817,637 "
15,50,4.7,"R10,US",20,0.4,0.75,0.75,Boiler,23,165,11,68,158,20 Points," 3,587,141 "
15,50,4.7,"R10,US",30,0.4,0.75,0.75,Boiler,23,165,11,68,158,20 Points," 3,587,141 "
15,50,6.3,"R10,4ft",30,0.25,1,0.75,Boiler,23,169,11,68,164,20 Points," 3,710,741 "
20,50,4.7,"R10,4ft",20,0.4,1,0.75,Boiler,23,168,11,68,161,20 Points," 3,903,892 "
20,30,4.7,"R10,US",20,0.25,0.75,0.75,Boiler,23,166,11,68,160,20 Points," 3,098,679 "
20,40,6.3,"R10,4ft",20,0.4,0.75,0.75,Boiler,23,166,11,68,157,20 Points," 3,625,485 "
20,30,6.3,"R10,4ft",20,0.25,1,0.75,Boiler,23,169,11,68,164,20 Points," 3,222,879 "
30,30,4.7,"R10,4ft",20,0.25,1,0.75,Boiler,23,169,11,68,164,20 Points," 3,731,982 "
20,30,6.3,"R10,4ft",30,0.25,1,0.75,Boiler,23,169,11,68,164,20 Points," 3,222,879 "
20,30,6.3,"R10,4ft",20,0.4,1,0.75,Boiler,23,169,11,68,162,20 Points," 3,223,479 "
20,50,4.7,"R10,4ft",30,0.4,1,0.75,Boiler,23,168,11,68,161,20 Points," 3,903,892 "
15,40,4.7,"R10,US",30,0.4,1,0.75,Boiler,23,167,11,68,162,20 Points," 3,185,134 "
30,40,4.7,"R10,4ft",20,0.4,0.75,0.75,Boiler,23,166,11,68,157,20 Points," 4,134,589 "
25,40,3,"R10,US",20,0.25,1,0.75,Boiler,23,169,11,68,165,20 Points," 3,685,887 "
10,50,6.3,"R10,US",30,0.4,1,0.75,Boiler,23,169,11,68,162,20 Points," 3,394,789 "
25,30,6.3,"R10,4ft",30,0.25,0.75,0.75,Boiler,23,167,11,68,160,20 Points," 3,539,230 "
15,40,4.7,"R10,US",20,0.4,1,0.75,Boiler,23,167,11,68,162,20 Points," 3,185,134 "
10,50,6.3,"R10,US",30,0.25,1,0.75,Boiler,23,169,11,68,165,20 Points," 3,394,189 "
30,30,4.7,"R10,4ft",30,0.4,1,0.75,Boiler,23,169,11,68,161,20 Points," 3,732,582 "
20,40,6.3,"R10,4ft",20,0.25,0.75,0.75,Boiler,23,166,11,68,160,20 Points," 3,624,885 "
25,30,6.3,"R10,4ft",20,0.4,0.75,0.75,Boiler,23,167,11,68,157,20 Points," 3,539,830 "
30,40,3,"R10,US",30,0.4,1,0.75,Boiler,23,168,11,68,162,20 Points," 4,003,039 "
15,50,6.3,"R10,4ft",30,0.4,1,0.75,Boiler,23,169,11,68,162,20 Points," 3,711,341 "
30,50,3,"R10,US",20,0.4,0.75,0.75,Boiler,23,166,11,68,158,20 Points," 4,405,046 "
30,30,6.3,"R10,4ft",30,0.25,0.75,0.75,Boiler,23,165,11,68,160,20 Points," 3,855,782 "
30,40,3,"R10,US",20,0.25,1,0.75,Boiler,23,168,11,68,164,20 Points," 4,002,439 "
20,30,6.3,"R10,4ft",30,0.4,1,0.75,Boiler,23,169,11,68,162,20 Points," 3,223,479 "
15,30,6.3,"R10,US",20,0.4,0.75,0.75,Boiler,23,166,11,68,158,20 Points," 2,906,727 "
20,50,4.7,"R10,4ft",30,0.25,1,0.75,Boiler,23,168,11,68,164,20 Points," 3,903,292 "
20,50,4.7,"R10,4ft",20,0.25,1,0.75,Boiler,23,168,11,68,164,20 Points," 3,903,292 "
20,40,6.3,"R10,4ft",30,0.25,0.75,0.75,Boiler,23,166,11,68,160,20 Points," 3,624,885 "
30,30,6.3,"R10,4ft",30,0.4,0.75,0.75,Boiler,23,165,11,68,157,20 Points," 3,856,382 "
20,30,4.7,"R10,US",20,0.4,0.75,0.75,Boiler,23,166,11,68,158,20 Points," 3,099,279 "
30,50,3,"R10,4ft",30,0.25,1,0.8,Boiler,23,169,11,68,164,20 Points," 4,576,646 "
20,50,3,"R10,US",20,0.25,0.75,0.8,Boiler,23,166,11,68,161,20 Points," 3,943,342 "
20,50,3,"R10,US",30,0.4,0.75,0.8,Boiler,23,166,11,68,158,20 Points," 3,943,942 "
20,40,4.7,"R10,4ft",20,0.25,0.75,0.8,Boiler,23,166,11,68,160,20 Points," 3,672,885 "
30,50,3,"R10,4ft",30,0.4,1,0.8,Boiler,23,169,11,68,162,20 Points," 4,577,246 "
25,30,3,"R10,US",30,0.25,1,0.8,Boiler,23,168,11,68,165,20 Points," 3,455,680 "
30,30,3,"R10,US",20,0.25,0.75,0.8,Boiler,23,166,11,68,161,20 Points," 3,772,032 "
25,30,3,"R10,US",30,0.4,1,0.8,Boiler,23,168,11,68,162,20 Points," 3,456,280 "
15,40,6.3,"R10,4ft",20,0.25,0.75,0.8,Boiler,23,166,11,68,160,20 Points," 3,480,334 "
30,30,3,"R10,US",20,0.4,0.75,0.8,Boiler,23,166,11,68,158,20 Points," 3,772,632 "
10,40,4.7,"R10,US",30,0.25,1,0.8,Boiler,23,170,10,68,165,20 Points," 3,039,982 "
25,40,3,"R10,US",30,0.4,0.75,0.8,Boiler,23,165,11,68,158,20 Points," 3,858,287 "
25,30,3,"R10,US",20,0.25,1,0.8,Boiler,23,168,11,68,165,20 Points," 3,455,680 "
10,30,6.3,"R10,US",20,0.25,1,0.8,Boiler,23,169,11,68,165,20 Points," 2,761,775 "
15,40,4.7,"R10,4ft",20,0.25,1,0.8,Boiler,23,170,11,68,165,20 Points," 3,356,534 "
15,30,6.3,"R10,4ft",30,0.25,1,0.8,Boiler,23,169,11,68,165,20 Points," 3,078,327 "
10,40,6.3,"R10,US",30,0.25,0.75,0.8,Boiler,23,166,11,68,161,20 Points," 3,163,782 "
20,30,4.7,"R10,4ft",30,0.4,1,0.8,Boiler,23,169,11,68,162,20 Points," 3,271,479 "
15,30,4.7,"R10,US",20,0.25,0.75,0.8,Boiler,23,165,11,68,161,20 Points," 2,954,127 "
15,50,4.7,"R10,4ft",30,0.25,1,0.8,Boiler,23,168,11,68,165,20 Points," 3,758,741 "
15,30,6.3,"R10,4ft",20,0.4,1,0.8,Boiler,23,169,11,68,162,20 Points," 3,078,927 "
15,30,4.7,"R10,US",30,0.25,0.75,0.8,Boiler,23,165,11,68,161,20 Points," 2,954,127 "
10,50,4.7,"R10,US",30,0.4,1,0.8,Boiler,23,168,11,68,162,20 Points," 3,442,789 "
20,40,3,"R10,US",20,0.4,1,0.8,Boiler,23,168,11,68,162,20 Points," 3,541,935 "
15,50,4.7,"R10,4ft",20,0.25,1,0.8,Boiler,23,168,11,68,165,20 Points," 3,758,741 "
15,40,6.3,"R10,4ft",30,0.4,0.75,0.8,Boiler,23,166,11,68,158,20 Points," 3,480,934 "
30,50,3,"R10,4ft",20,0.4,1,0.8,Boiler,23,169,11,68,162,20 Points," 4,577,246 "
20,30,4.7,"R10,4ft",30,0.25,1,0.8,Boiler,23,169,11,68,165,20 Points," 3,270,879 "
25,30,4.7,"R10,4ft",30,0.4,0.75,0.8,Boiler,23,166,11,68,158,20 Points," 3,587,830 "
15,30,4.7,"R10,US",30,0.4,0.75,0.8,Boiler,23,165,11,68,158,20 Points," 2,954,727 "
20,50,3,"R10,US",30,0.25,0.75,0.8,Boiler,23,166,11,68,161,20 Points," 3,943,342 "
15,40,4.7,"R10,4ft",30,0.4,1,0.8,Boiler,23,169,11,68,162,20 Points," 3,357,134 "
10,40,6.3,"R10,US",20,0.4,0.75,0.8,Boiler,23,166,11,68,158,20 Points," 3,164,382 "
20,30,6.3,"R10,4ft",30,0.4,0.75,0.8,Boiler,23,165,11,68,158,20 Points," 3,395,279 "
15,40,6.3,"R10,4ft",20,0.4,0.75,0.8,Boiler,23,166,11,68,158,20 Points," 3,480,934 "
20,50,3,"R10,US",20,0.4,0.75,0.8,Boiler,23,166,11,68,158,20 Points," 3,943,942 "
25,30,4.7,"R10,4ft",30,0.25,0.75,0.8,Boiler,23,166,11,68,160,20 Points," 3,587,230 "
10,50,4.7,"R10,US",20,0.25,1,0.8,Boiler,23,168,11,68,165,20 Points," 3,442,189 "
25,30,4.7,"R10,4ft",20,0.4,0.75,0.8,Boiler,23,166,11,68,158,20 Points," 3,587,830 "
30,50,3,"R10,4ft",20,0.25,1,0.8,Boiler,23,169,11,68,164,20 Points," 4,576,646 "
20,40,4.7,"R10,4ft",30,0.4,0.75,0.8,Boiler,23,165,11,68,158,20 Points," 3,673,485 "
30,30,3,"R10,US",30,0.25,0.75,0.8,Boiler,23,166,11,68,161,20 Points," 3,772,032 "
20,40,3,"R10,US",30,0.4,1,0.8,Boiler,23,168,11,68,162,20 Points," 3,541,935 "
20,30,4.7,"R10,4ft",20,0.25,1,0.8,Boiler,23,169,11,68,165,20 Points," 3,270,879 "
15,50,4.7,"R10,4ft",20,0.4,1,0.8,Boiler,23,168,11,68,162,20 Points," 3,759,341 "
30,30,3,"R10,US",30,0.4,0.75,0.8,Boiler,23,166,11,68,158,20 Points," 3,772,632 "
10,40,4.7,"R10,US",20,0.25,1,0.8,Boiler,23,170,10,68,165,20 Points," 3,039,982 "
20,40,4.7,"R10,4ft",20,0.4,0.75,0.8,Boiler,23,165,11,68,158,20 Points," 3,673,485 "
10,30,6.3,"R10,US",20,0.4,1,0.8,Boiler,23,169,11,68,162,20 Points," 2,762,375 "
25,40,3,"R10,US",20,0.4,0.75,0.8,Boiler,23,165,11,68,158,20 Points," 3,858,287 "
10,30,6.3,"R10,US",30,0.4,1,0.8,Boiler,23,169,11,68,162,20 Points," 2,762,375 "
20,40,3,"R10,US",30,0.25,1,0.8,Boiler,23,168,11,68,165,20 Points," 3,541,335 "
15,40,6.3,"R10,4ft",30,0.25,0.75,0.8,Boiler,23,166,11,68,160,20 Points," 3,480,334 "
15,30,4.7,"R10,US",20,0.4,0.75,0.8,Boiler,23,165,11,68,158,20 Points," 2,954,727 "
10,40,6.3,"R10,US",30,0.4,0.75,0.8,Boiler,23,166,11,68,158,20 Points," 3,164,382 "
10,50,4.7,"R10,US",30,0.25,1,0.8,Boiler,23,168,11,68,165,20 Points," 3,442,189 "
15,30,6.3,"R10,4ft",30,0.4,1,0.8,Boiler,23,169,11,68,162,20 Points," 3,078,927 "
25,40,3,"R10,US",30,0.25,0.75,0.8,Boiler,23,165,11,68,161,20 Points," 3,857,687 "
20,40,3,"R10,US",20,0.25,1,0.8,Boiler,23,168,11,68,165,20 Points," 3,541,335 "
25,30,4.7,"R10,4ft",20,0.25,0.75,0.8,Boiler,23,166,11,68,160,20 Points," 3,587,230 "
20,30,6.3,"R10,4ft",20,0.4,0.75,0.8,Boiler,23,165,11,68,158,20 Points," 3,395,279 "
15,50,4.7,"R10,4ft",30,0.4,1,0.8,Boiler,23,168,11,68,162,20 Points," 3,759,341 "
10,30,6.3,"R10,US",30,0.25,1,0.8,Boiler,23,169,11,68,165,20 Points," 2,761,775 "
15,40,4.7,"R10,4ft",20,0.4,1,0.8,Boiler,23,169,11,68,162,20 Points," 3,357,134 "
15,30,6.3,"R10,4ft",20,0.25,1,0.8,Boiler,23,169,11,68,165,20 Points," 3,078,327 "
10,50,4.7,"R10,US",20,0.4,1,0.8,Boiler,23,168,11,68,162,20 Points," 3,442,789 "
20,40,4.7,"R10,4ft",30,0.25,0.75,0.8,Boiler,23,166,11,68,160,20 Points," 3,672,885 "
20,30,4.7,"R10,4ft",20,0.4,1,0.8,Boiler,23,169,11,68,162,20 Points," 3,271,479 "
15,40,4.7,"R10,4ft",30,0.25,1,0.8,Boiler,23,170,11,68,165,20 Points," 3,356,534 "
10,40,6.3,"R10,US",20,0.25,0.75,0.8,Boiler,23,166,11,68,161,20 Points," 3,163,782 "
25,30,3,"R10,US",20,0.4,1,0.8,Boiler,23,168,11,68,162,20 Points," 3,456,280 "
25,40,3,"R10,US",20,0.25,0.75,0.8,Boiler,23,165,11,68,161,20 Points," 3,857,687 "
30,30,3,"R10,4ft",30,0.25,0.75,,Boiler,23,166,11,68,161,20 Points," 3,600,032 "
15,30,3,"R10,US",30,0.4,1,,Boiler,23,168,11,68,162,20 Points," 2,651,177 "
10,40,6.3,"R10,4ft",20,0.4,0.75,,Boiler,23,165,11,68,158,20 Points," 2,992,382 "
20,40,3,"R10,4ft",30,0.4,1,,Boiler,23,168,11,68,162,20 Points," 3,369,935 "
10,50,4.7,"R10,4ft",30,0.4,1,,Boiler,23,168,11,68,162,20 Points," 3,270,789 "
10,30,4.7,"R10,US",30,0.25,0.75,,Boiler,23,165,11,68,161,20 Points," 2,465,575 "
10,30,4.7,"R10,US",20,0.25,0.75,,Boiler,23,165,11,68,161,20 Points," 2,465,575 "
15,30,3,"R10,US",20,0.25,0.75,,Boiler,23,167,11,68,161,20 Points," 2,650,377 "
20,40,3,"R10,4ft",30,0.25,1,,Boiler,23,168,11,68,165,20 Points," 3,369,335 "
10,50,4.7,"R10,4ft",20,0.4,0.75,,Boiler,23,167,10,68,158,20 Points," 3,270,589 "
10,50,4.7,"R10,4ft",30,0.25,1,,Boiler,23,168,11,68,165,20 Points," 3,270,189 "
20,40,3,"R10,4ft",20,0.25,0.75,,Boiler,23,167,11,68,161,20 Points," 3,369,135 "
25,30,3,"R10,4ft",20,0.25,1,,Boiler,23,169,11,68,165,20 Points," 3,283,680 "
25,30,3,"R10,4ft",20,0.4,1,,Boiler,23,168,11,68,162,20 Points," 3,284,280 "
10,40,4.7,"R10,4ft",20,0.25,1,,Boiler,23,170,11,68,165,20 Points," 2,867,982 "
15,30,3,"R10,US",20,0.4,1,,Boiler,23,168,11,68,162,20 Points," 2,651,177 "
10,50,4.7,"R10,4ft",20,0.25,0.75,,Boiler,23,167,11,68,161,20 Points," 3,269,989 "
10,40,6.3,"R10,4ft",30,0.4,0.75,,Boiler,23,165,11,68,158,20 Points," 2,992,382 "
10,40,4.7,"R10,4ft",30,0.4,1,,Boiler,23,170,11,68,162,20 Points," 2,868,582 "
15,30,3,"R10,US",30,0.25,0.75,,Boiler,23,167,11,68,161,20 Points," 2,650,377 "
20,40,3,"R10,4ft",20,0.25,1,,Boiler,23,168,11,68,165,20 Points," 3,369,335 "
20,40,3,"R10,4ft",20,0.4,1,,Boiler,23,168,11,68,162,20 Points," 3,369,935 "
20,50,3,"R10,4ft",20,0.25,0.75,,Boiler,23,166,11,68,161,20 Points," 3,771,342 "
10,50,4.7,"R10,4ft",20,0.4,1,,Boiler,23,168,11,68,162,20 Points," 3,270,789 "
30,30,3,"R10,4ft",30,0.4,0.75,,Boiler,23,166,11,68,158,20 Points," 3,600,632 "
10,30,6.3,"R10,4ft",30,0.4,1,,Boiler,23,169,11,68,162,20 Points," 2,590,375 "
10,40,4.7,"R10,4ft",30,0.25,1,,Boiler,23,170,11,68,165,20 Points," 2,867,982 "
10,50,4.7,"R10,4ft",30,0.4,0.75,,Boiler,23,167,10,68,158,20 Points," 3,270,589 "
15,50,3,"R10,4ft",30,0.25,1,,Boiler,23,170,10,68,165,20 Points," 3,454,991 "
10,40,6.3,"R10,4ft",20,0.25,0.75,,Boiler,23,166,11,68,161,20 Points," 2,991,782 "
20,50,3,"R10,4ft",20,0.4,0.75,,Boiler,23,166,11,68,158,20 Points," 3,771,942 "
